Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
209983,Macbook Pro Laptop,1,1700,06/22/19 16:25,"702 Center St, Seattle, WA 98101"
209984,USB-C Charging Cable,1,11.95,06-03-2019 06:50,"36 7th St, Seattle, WA 98101"
209985,Apple Airpods Headphones,1,150,06-05-2019 22:18,"54 12th St, Portland, OR 97035"
209986,20in Monitor,1,109.99,06/23/19 16:49,"11 Wilson St, New York City, NY 10001"
209987,AAA Batteries (4-pack),3,2.99,06-03-2019 03:22,"76 River St, Los Angeles, CA 90001"
209988,Wired Headphones,1,11.99,06/27/19 18:04,"403 Main St, San Francisco, CA 94016"
209989,iPhone,1,700,06/19/19 23:34,"285 8th St, Los Angeles, CA 90001"
209990,Google Phone,1,600,06/16/19 20:31,"557 Wilson St, Austin, TX 73301"
209991,AAA Batteries (4-pack),1,2.99,06-02-2019 19:00,"835 Chestnut St, Boston, MA 02215"
209992,Apple Airpods Headphones,1,150,06/21/19 07:51,"207 13th St, Boston, MA 02215"
209993,USB-C Charging Cable,1,11.95,06-04-2019 18:14,"810 Meadow St, Dallas, TX 75001"
209994,Lightning Charging Cable,1,14.95,06/28/19 21:01,"679 Washington St, Boston, MA 02215"
209995,27in 4K Gaming Monitor,1,389.99,06/13/19 19:16,"890 Washington St, Austin, TX 73301"
209996,Google Phone,1,600,06/13/19 08:21,"965 Johnson St, Austin, TX 73301"
209997,AA Batteries (4-pack),1,3.84,06/19/19 11:23,"594 Lake St, New York City, NY 10001"
209998,Bose SoundSport Headphones,1,99.99,06/17/19 23:15,"988 Madison St, San Francisco, CA 94016"
209999,Bose SoundSport Headphones,1,99.99,06/16/19 08:37,"949 10th St, Dallas, TX 75001"
210000,iPhone,1,700,06-06-2019 19:17,"534 Park St, Los Angeles, CA 90001"
210001,AA Batteries (4-pack),1,3.84,06/22/19 12:47,"171 Madison St, Portland, OR 97035"
210002,AAA Batteries (4-pack),1,2.99,06/26/19 13:28,"124 Park St, San Francisco, CA 94016"
210003,Bose SoundSport Headphones,1,99.99,06/26/19 15:09,"928 West St, Boston, MA 02215"
210004,AAA Batteries (4-pack),1,2.99,06/23/19 14:40,"868 8th St, San Francisco, CA 94016"
210005,AAA Batteries (4-pack),1,2.99,06-12-2019 19:53,"532 Willow St, Atlanta, GA 30301"
210006,Lightning Charging Cable,1,14.95,06/21/19 19:02,"186 14th St, Boston, MA 02215"
210007,iPhone,1,700,06/30/19 09:06,"133 Highland St, Dallas, TX 75001"
210008,27in FHD Monitor,1,149.99,06/19/19 00:07,"433 14th St, Portland, OR 97035"
210009,Bose SoundSport Headphones,1,99.99,06/29/19 09:24,"35 West St, Los Angeles, CA 90001"
210010,USB-C Charging Cable,1,11.95,06-01-2019 10:56,"469 Pine St, Austin, TX 73301"
210011,AA Batteries (4-pack),1,3.84,06/13/19 15:10,"615 Forest St, Atlanta, GA 30301"
210012,34in Ultrawide Monitor,1,379.99,06-04-2019 17:21,"507 1st St, San Francisco, CA 94016"
210013,AA Batteries (4-pack),2,3.84,06/17/19 17:27,"820 5th St, New York City, NY 10001"
210014,Wired Headphones,1,11.99,06/28/19 17:08,"465 Meadow St, Portland, OR 97035"
210015,Wired Headphones,1,11.99,06-06-2019 18:12,"559 11th St, Atlanta, GA 30301"
210016,AA Batteries (4-pack),2,3.84,06/22/19 22:17,"34 14th St, San Francisco, CA 94016"
210017,AAA Batteries (4-pack),1,2.99,06/18/19 17:03,"624 Adams St, Atlanta, GA 30301"
210018,Lightning Charging Cable,1,14.95,06/14/19 15:01,"684 Maple St, San Francisco, CA 94016"
210019,Lightning Charging Cable,1,14.95,06/27/19 17:10,"505 Maple St, New York City, NY 10001"
210020,Apple Airpods Headphones,1,150,06/26/19 15:02,"920 Washington St, Los Angeles, CA 90001"
210021,AAA Batteries (4-pack),1,2.99,06-07-2019 23:22,"627 Spruce St, Boston, MA 02215"
210022,Lightning Charging Cable,1,14.95,06/29/19 08:19,"943 9th St, San Francisco, CA 94016"
210023,AA Batteries (4-pack),3,3.84,06-12-2019 21:24,"838 Dogwood St, Los Angeles, CA 90001"
210024,AAA Batteries (4-pack),1,2.99,06/19/19 20:21,"649 7th St, Dallas, TX 75001"
210025,20in Monitor,1,109.99,06-02-2019 16:59,"940 14th St, New York City, NY 10001"
210026,Bose SoundSport Headphones,1,99.99,06-12-2019 13:42,"878 4th St, San Francisco, CA 94016"
210027,Macbook Pro Laptop,1,1700,06-05-2019 14:35,"763 2nd St, Los Angeles, CA 90001"
210028,27in FHD Monitor,1,149.99,06/15/19 18:24,"297 12th St, Dallas, TX 75001"
210029,Bose SoundSport Headphones,1,99.99,06-05-2019 15:21,"509 4th St, Dallas, TX 75001"
210030,Macbook Pro Laptop,1,1700,06-03-2019 09:11,"479 Willow St, Los Angeles, CA 90001"
210031,AAA Batteries (4-pack),1,2.99,06-08-2019 11:01,"641 Lincoln St, Portland, OR 97035"
210032,AA Batteries (4-pack),1,3.84,06/27/19 11:59,"569 4th St, Atlanta, GA 30301"
210033,AA Batteries (4-pack),2,3.84,06/15/19 18:25,"749 North St, New York City, NY 10001"
210034,27in 4K Gaming Monitor,1,389.99,06/14/19 18:07,"476 1st St, Atlanta, GA 30301"
210035,27in FHD Monitor,1,149.99,06/30/19 14:02,"386 1st St, Dallas, TX 75001"
210036,AA Batteries (4-pack),1,3.84,06-08-2019 19:05,"598 Meadow St, Boston, MA 02215"
210037,AAA Batteries (4-pack),1,2.99,06/26/19 09:53,"524 6th St, New York City, NY 10001"
210038,ThinkPad Laptop,1,999.99,06/15/19 14:49,"443 Maple St, New York City, NY 10001"
210039,AAA Batteries (4-pack),1,2.99,06-10-2019 09:08,"988 Maple St, Dallas, TX 75001"
210040,AA Batteries (4-pack),1,3.84,06/29/19 14:30,"711 1st St, San Francisco, CA 94016"
210041,27in FHD Monitor,1,149.99,06/17/19 21:31,"225 West St, Atlanta, GA 30301"
210042,Flatscreen TV,1,300,06/21/19 06:28,"325 Park St, Portland, OR 97035"
210043,Apple Airpods Headphones,1,150,06/16/19 23:20,"395 Main St, Seattle, WA 98101"
210044,Apple Airpods Headphones,1,150,06/14/19 00:28,"372 Spruce St, Portland, OR 97035"
210045,Bose SoundSport Headphones,1,99.99,06-03-2019 19:58,"287 Cedar St, Boston, MA 02215"
210046,Apple Airpods Headphones,1,150,06/15/19 11:08,"816 1st St, San Francisco, CA 94016"
210047,34in Ultrawide Monitor,1,379.99,06-06-2019 18:53,"973 Lakeview St, San Francisco, CA 94016"
210048,Wired Headphones,1,11.99,06-05-2019 07:41,"314 Ridge St, San Francisco, CA 94016"
210049,ThinkPad Laptop,1,999.99,06/20/19 18:20,"993 6th St, San Francisco, CA 94016"
210050,Bose SoundSport Headphones,1,99.99,06/13/19 11:24,"271 13th St, New York City, NY 10001"
210051,iPhone,1,700,06-11-2019 16:15,"784 Pine St, Austin, TX 73301"
210052,USB-C Charging Cable,1,11.95,06/18/19 14:01,"24 Main St, Seattle, WA 98101"
210053,Lightning Charging Cable,1,14.95,06-04-2019 11:55,"68 Lake St, Los Angeles, CA 90001"
210054,Lightning Charging Cable,1,14.95,06/22/19 18:26,"175 6th St, Los Angeles, CA 90001"
210055,Apple Airpods Headphones,1,150,06/17/19 20:00,"575 Wilson St, Portland, ME 04101"
210056,Macbook Pro Laptop,1,1700,06-09-2019 00:13,"171 Lakeview St, Seattle, WA 98101"
210057,AAA Batteries (4-pack),2,2.99,06/19/19 09:23,"82 2nd St, Boston, MA 02215"
210058,Lightning Charging Cable,1,14.95,06-12-2019 14:17,"641 1st St, Austin, TX 73301"
210059,27in FHD Monitor,1,149.99,06-06-2019 18:50,"902 Hickory St, Los Angeles, CA 90001"
210060,USB-C Charging Cable,1,11.95,06-06-2019 20:24,"592 Elm St, Portland, OR 97035"
210061,Flatscreen TV,1,300,06/28/19 23:36,"975 Elm St, San Francisco, CA 94016"
210062,AAA Batteries (4-pack),1,2.99,06-04-2019 14:37,"709 Church St, New York City, NY 10001"
210063,Lightning Charging Cable,1,14.95,06/19/19 23:19,"77 Highland St, Atlanta, GA 30301"
210064,Lightning Charging Cable,1,14.95,06/16/19 20:39,"101 Lincoln St, Atlanta, GA 30301"
210064,27in FHD Monitor,1,149.99,06/16/19 20:39,"101 Lincoln St, Atlanta, GA 30301"
210065,Lightning Charging Cable,1,14.95,06/20/19 15:11,"490 River St, San Francisco, CA 94016"
210066,iPhone,1,700,06-07-2019 12:07,"691 Cherry St, Dallas, TX 75001"
210067,Wired Headphones,1,11.99,06/16/19 15:47,"471 Lincoln St, Los Angeles, CA 90001"
210068,AA Batteries (4-pack),1,3.84,06-09-2019 16:40,"868 6th St, San Francisco, CA 94016"
210069,Google Phone,1,600,06-11-2019 06:26,"743 2nd St, New York City, NY 10001"
210070,AAA Batteries (4-pack),1,2.99,06/19/19 17:05,"977 Johnson St, San Francisco, CA 94016"
210071,Lightning Charging Cable,1,14.95,06-10-2019 17:31,"988 Pine St, Portland, OR 97035"
210072,AA Batteries (4-pack),2,3.84,06/19/19 16:07,"921 4th St, San Francisco, CA 94016"
210073,Bose SoundSport Headphones,1,99.99,06/14/19 17:21,"400 Johnson St, Dallas, TX 75001"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
210074,AA Batteries (4-pack),2,3.84,06/25/19 10:06,"794 Wilson St, Los Angeles, CA 90001"
210075,USB-C Charging Cable,1,11.95,06-07-2019 14:29,"216 Main St, Los Angeles, CA 90001"
210076,AA Batteries (4-pack),1,3.84,06/16/19 22:58,"168 Washington St, New York City, NY 10001"
210077,Wired Headphones,1,11.99,06/15/19 07:33,"357 8th St, San Francisco, CA 94016"
210078,ThinkPad Laptop,1,999.99,06-08-2019 17:12,"981 Chestnut St, Portland, OR 97035"
210079,LG Dryer,1,600,06-10-2019 16:48,"516 Park St, San Francisco, CA 94016"
210080,AAA Batteries (4-pack),1,2.99,06/24/19 21:20,"280 Spruce St, Austin, TX 73301"
210081,Bose SoundSport Headphones,1,99.99,06-01-2019 21:29,"354 Dogwood St, Atlanta, GA 30301"
210082,USB-C Charging Cable,1,11.95,06-02-2019 15:26,"119 11th St, Los Angeles, CA 90001"
210083,Lightning Charging Cable,1,14.95,06-05-2019 09:51,"468 12th St, Boston, MA 02215"
210084,ThinkPad Laptop,1,999.99,06-11-2019 18:16,"696 Adams St, Los Angeles, CA 90001"
210085,27in FHD Monitor,1,149.99,06-08-2019 19:13,"425 13th St, Austin, TX 73301"
210086,34in Ultrawide Monitor,1,379.99,06-02-2019 21:09,"550 Lake St, San Francisco, CA 94016"
210087,Lightning Charging Cable,1,14.95,06/30/19 12:11,"720 Dogwood St, San Francisco, CA 94016"
210088,Wired Headphones,1,11.99,06/18/19 18:37,"619 7th St, Austin, TX 73301"
210089,USB-C Charging Cable,1,11.95,06/24/19 19:10,"177 8th St, Los Angeles, CA 90001"
210090,AAA Batteries (4-pack),3,2.99,06/29/19 15:43,"534 Johnson St, Portland, OR 97035"
210091,Macbook Pro Laptop,1,1700,06-03-2019 05:39,"238 5th St, San Francisco, CA 94016"
210092,USB-C Charging Cable,1,11.95,06-02-2019 19:52,"359 Jefferson St, San Francisco, CA 94016"
210093,Apple Airpods Headphones,1,150,06-04-2019 08:52,"2 Hill St, San Francisco, CA 94016"
210094,AAA Batteries (4-pack),1,2.99,06-06-2019 11:55,"968 2nd St, Austin, TX 73301"
210095,AAA Batteries (4-pack),2,2.99,06/27/19 14:01,"930 North St, Atlanta, GA 30301"
210096,27in FHD Monitor,1,149.99,06-10-2019 10:17,"126 8th St, Atlanta, GA 30301"
210097,Lightning Charging Cable,1,14.95,06-07-2019 12:26,"399 Spruce St, Seattle, WA 98101"
210098,AAA Batteries (4-pack),1,2.99,06-06-2019 00:11,"587 Adams St, San Francisco, CA 94016"
210099,Lightning Charging Cable,2,14.95,06/17/19 20:56,"362 Highland St, Seattle, WA 98101"
210100,Apple Airpods Headphones,1,150,06/27/19 09:30,"550 7th St, New York City, NY 10001"
210101,Vareebadd Phone,1,400,06-05-2019 13:53,"944 Hickory St, Los Angeles, CA 90001"
210102,Wired Headphones,1,11.99,06/17/19 09:05,"275 Forest St, San Francisco, CA 94016"
210103,Google Phone,1,600,06-01-2019 17:58,"626 12th St, Los Angeles, CA 90001"
210104,Bose SoundSport Headphones,1,99.99,06/14/19 16:51,"324 Lake St, Los Angeles, CA 90001"
210105,AA Batteries (4-pack),3,3.84,06/19/19 20:22,"445 11th St, Boston, MA 02215"
210106,Wired Headphones,2,11.99,06-12-2019 20:04,"531 Johnson St, Austin, TX 73301"
210107,Lightning Charging Cable,1,14.95,06/13/19 07:19,"325 Jefferson St, Los Angeles, CA 90001"
210108,27in FHD Monitor,1,149.99,06/25/19 12:37,"859 Center St, San Francisco, CA 94016"
210109,Lightning Charging Cable,1,14.95,06/24/19 12:04,"820 West St, Boston, MA 02215"
210110,Apple Airpods Headphones,1,150,06/13/19 18:26,"194 Hill St, Portland, OR 97035"
210111,Lightning Charging Cable,1,14.95,06-12-2019 20:58,"792 9th St, Boston, MA 02215"
210112,USB-C Charging Cable,1,11.95,06-05-2019 21:44,"838 Center St, San Francisco, CA 94016"
210113,USB-C Charging Cable,1,11.95,06/30/19 18:44,"258 Hickory St, Seattle, WA 98101"
210114,Wired Headphones,1,11.99,06/20/19 07:19,"559 Walnut St, San Francisco, CA 94016"
210115,Apple Airpods Headphones,1,150,06-04-2019 19:16,"85 6th St, Boston, MA 02215"
210116,Bose SoundSport Headphones,1,99.99,06/13/19 21:52,"65 Elm St, San Francisco, CA 94016"
210117,Bose SoundSport Headphones,1,99.99,06/25/19 17:23,"371 9th St, New York City, NY 10001"
210118,Bose SoundSport Headphones,1,99.99,06/23/19 12:29,"208 1st St, San Francisco, CA 94016"
210119,Wired Headphones,2,11.99,06/24/19 18:02,"800 River St, Los Angeles, CA 90001"
210120,AA Batteries (4-pack),1,3.84,06/28/19 11:00,"316 Sunset St, Dallas, TX 75001"
210121,Wired Headphones,1,11.99,06-10-2019 17:13,"330 Lake St, Boston, MA 02215"
210122,AA Batteries (4-pack),1,3.84,06/27/19 21:23,"448 Jefferson St, Dallas, TX 75001"
210123,AAA Batteries (4-pack),1,2.99,06-01-2019 22:36,"194 12th St, San Francisco, CA 94016"
210124,Wired Headphones,1,11.99,06/13/19 10:16,"256 Washington St, Portland, ME 04101"
210125,Apple Airpods Headphones,1,150,06-01-2019 11:02,"889 Sunset St, Boston, MA 02215"
210126,20in Monitor,1,109.99,06/21/19 18:51,"803 Pine St, Los Angeles, CA 90001"
210127,AA Batteries (4-pack),1,3.84,06/15/19 11:23,"592 Jackson St, San Francisco, CA 94016"
210128,Lightning Charging Cable,1,14.95,06-08-2019 07:20,"880 Jackson St, New York City, NY 10001"
210129,USB-C Charging Cable,1,11.95,06-11-2019 12:13,"36 6th St, Atlanta, GA 30301"
210130,AAA Batteries (4-pack),5,2.99,06-11-2019 10:26,"714 Lincoln St, San Francisco, CA 94016"
210131,AA Batteries (4-pack),1,3.84,06/29/19 10:16,"653 Maple St, San Francisco, CA 94016"
210132,Apple Airpods Headphones,2,150,06/18/19 21:24,"127 5th St, San Francisco, CA 94016"
210133,AA Batteries (4-pack),2,3.84,06/26/19 19:19,"712 Park St, Seattle, WA 98101"
210134,AA Batteries (4-pack),1,3.84,06/17/19 11:40,"362 Chestnut St, Portland, OR 97035"
210135,Wired Headphones,2,11.99,06/26/19 23:56,"557 Dogwood St, San Francisco, CA 94016"
210136,Wired Headphones,1,11.99,06-12-2019 22:13,"554 Dogwood St, Dallas, TX 75001"
210137,AA Batteries (4-pack),1,3.84,06/18/19 20:05,"479 2nd St, Los Angeles, CA 90001"
210138,27in 4K Gaming Monitor,1,389.99,06/25/19 17:58,"445 Wilson St, San Francisco, CA 94016"
210139,AA Batteries (4-pack),1,3.84,06-02-2019 20:55,"572 Elm St, Boston, MA 02215"
210140,AA Batteries (4-pack),1,3.84,06/18/19 13:54,"746 Lincoln St, Los Angeles, CA 90001"
210141,Bose SoundSport Headphones,1,99.99,06/15/19 18:45,"6 Lake St, Los Angeles, CA 90001"
210142,Flatscreen TV,1,300,06/24/19 18:26,"669 7th St, San Francisco, CA 94016"
210143,Bose SoundSport Headphones,1,99.99,06/25/19 10:05,"777 Ridge St, Atlanta, GA 30301"
210144,27in 4K Gaming Monitor,1,389.99,06/17/19 15:19,"255 5th St, Portland, OR 97035"
210144,AA Batteries (4-pack),1,3.84,06/17/19 15:19,"255 5th St, Portland, OR 97035"
210145,20in Monitor,1,109.99,06/28/19 22:20,"860 Washington St, Atlanta, GA 30301"
210146,AA Batteries (4-pack),1,3.84,06/25/19 20:20,"199 7th St, San Francisco, CA 94016"
210147,Bose SoundSport Headphones,1,99.99,06-12-2019 22:37,"144 Maple St, Austin, TX 73301"
210148,20in Monitor,1,109.99,06/16/19 07:24,"710 Washington St, Atlanta, GA 30301"
210148,Wired Headphones,1,11.99,06/16/19 07:24,"710 Washington St, Atlanta, GA 30301"
210149,USB-C Charging Cable,1,11.95,06/14/19 17:09,"978 Walnut St, Atlanta, GA 30301"
210150,27in FHD Monitor,1,149.99,06-11-2019 13:10,"149 Pine St, San Francisco, CA 94016"
210151,USB-C Charging Cable,1,11.95,06-10-2019 21:51,"655 1st St, Los Angeles, CA 90001"
210152,AAA Batteries (4-pack),2,2.99,06/20/19 22:11,"937 10th St, Portland, OR 97035"
210153,Lightning Charging Cable,2,14.95,06-09-2019 14:58,"305 Cherry St, New York City, NY 10001"
210154,iPhone,1,700,06-02-2019 16:07,"273 Madison St, New York City, NY 10001"
210155,AAA Batteries (4-pack),1,2.99,06-08-2019 18:33,"636 West St, New York City, NY 10001"
210156,USB-C Charging Cable,1,11.95,06-02-2019 11:37,"333 13th St, Los Angeles, CA 90001"
210157,AA Batteries (4-pack),1,3.84,06/20/19 08:46,"697 West St, San Francisco, CA 94016"
210158,27in 4K Gaming Monitor,1,389.99,06-12-2019 11:50,"65 Hill St, San Francisco, CA 94016"
210159,Wired Headphones,1,11.99,06-12-2019 13:43,"488 Johnson St, Dallas, TX 75001"
210160,Macbook Pro Laptop,1,1700,06/18/19 13:22,"711 Ridge St, New York City, NY 10001"
210161,Apple Airpods Headphones,1,150,06/27/19 19:24,"549 5th St, Boston, MA 02215"
248395,Vareebadd Phone,1,400,09/20/19 19:06,"872 Pine St, New York City, NY 10001"
248396,Macbook Pro Laptop,1,1700,09-11-2019 20:20,"284 Madison St, New York City, NY 10001"
248397,Wired Headphones,1,11.99,09/27/19 14:51,"691 South St, New York City, NY 10001"
248398,USB-C Charging Cable,1,11.95,09-01-2019 21:04,"259 4th St, San Francisco, CA 94016"
248399,AA Batteries (4-pack),2,3.84,09/28/19 22:54,"512 Spruce St, New York City, NY 10001"
248400,Apple Airpods Headphones,1,150,09/22/19 00:35,"335 Sunset St, Austin, TX 73301"
248401,27in FHD Monitor,1,149.99,09-01-2019 06:40,"514 6th St, Seattle, WA 98101"
248402,Lightning Charging Cable,1,14.95,09/18/19 19:30,"756 Sunset St, Atlanta, GA 30301"
248403,Wired Headphones,2,11.99,09/21/19 16:43,"972 Main St, San Francisco, CA 94016"
248404,AA Batteries (4-pack),1,3.84,09/17/19 16:03,"9 South St, Dallas, TX 75001"
248405,AA Batteries (4-pack),1,3.84,09-05-2019 20:13,"337 Adams St, New York City, NY 10001"
248406,34in Ultrawide Monitor,1,379.99,09-05-2019 16:50,"631 Highland St, Los Angeles, CA 90001"
248407,iPhone,1,700,09/22/19 15:10,"18 Park St, Seattle, WA 98101"
248407,Lightning Charging Cable,1,14.95,09/22/19 15:10,"18 Park St, Seattle, WA 98101"
248407,Apple Airpods Headphones,1,150,09/22/19 15:10,"18 Park St, Seattle, WA 98101"
248408,AAA Batteries (4-pack),1,2.99,09/17/19 15:09,"412 Meadow St, Boston, MA 02215"
248409,USB-C Charging Cable,1,11.95,09-08-2019 20:50,"925 6th St, Austin, TX 73301"
248410,Wired Headphones,1,11.99,09/20/19 11:05,"340 Madison St, Austin, TX 73301"
248411,Flatscreen TV,1,300,09/26/19 23:19,"112 13th St, Boston, MA 02215"
248412,Apple Airpods Headphones,1,150,09-03-2019 13:33,"155 Highland St, Portland, OR 97035"
248413,Macbook Pro Laptop,1,1700,09-07-2019 19:40,"633 West St, Atlanta, GA 30301"
248414,AA Batteries (4-pack),1,3.84,09-05-2019 21:56,"607 5th St, Portland, OR 97035"
248415,Lightning Charging Cable,1,14.95,09/25/19 20:00,"893 Forest St, New York City, NY 10001"
248416,Lightning Charging Cable,1,14.95,09-06-2019 16:11,"183 Lakeview St, Atlanta, GA 30301"
248417,Bose SoundSport Headphones,1,99.99,09/27/19 13:06,"766 River St, Dallas, TX 75001"
248418,Bose SoundSport Headphones,1,99.99,09-05-2019 19:22,"810 Walnut St, San Francisco, CA 94016"
248419,USB-C Charging Cable,1,11.95,09-01-2019 14:27,"286 South St, New York City, NY 10001"
248420,Flatscreen TV,1,300,09-10-2019 17:09,"157 Ridge St, Portland, OR 97035"
248421,Wired Headphones,1,11.99,09/18/19 11:55,"866 14th St, Seattle, WA 98101"
248422,Apple Airpods Headphones,1,150,09-09-2019 17:49,"461 6th St, San Francisco, CA 94016"
